COD_IBGE,MUNICIPIO,FAIXA_IDADE,POPULACAO,NM_MESORREGIÃO
3551405,Serra Azul,de 15 a 19 anos,808,Ribeirão Preto
3551405,Serra Azul,de 20 a 24 anos,1349,Ribeirão Preto
3551504,Serrana,de 15 a 19 anos,3135,Ribeirão Preto
3551504,Serrana,de 20 a 24 anos,3598,Ribeirão Preto
3551603,Serra Negra,de 15 a 19 anos,1605,Campinas
3551603,Serra Negra,de 20 a 24 anos,1889,Campinas
3551702,Sertãozinho,de 15 a 19 anos,7754,Ribeirão Preto
3551702,Sertãozinho,de 20 a 24 anos,8912,Ribeirão Preto
3551801,Sete Barras,de 15 a 19 anos,1005,Litoral Sul Paulista
3551801,Sete Barras,de 20 a 24 anos,1100,Litoral Sul Paulista
3551900,Severínia,de 15 a 19 anos,1167,São José do Rio Preto
3551900,Severínia,de 20 a 24 anos,1405,São José do Rio Preto
3552007,Silveiras,de 15 a 19 anos,453,Vale do Paraíba Paulista
3552007,Silveiras,de 20 a 24 anos,546,Vale do Paraíba Paulista
3552106,Socorro,de 15 a 19 anos,2250,Campinas
3552106,Socorro,de 20 a 24 anos,2629,Campinas
3552205,Sorocaba,de 15 a 19 anos,41007,Macro Metropolitana Paulista
3552205,Sorocaba,de 20 a 24 anos,50344,Macro Metropolitana Paulista
3552304,Sud Mennucci,de 15 a 19 anos,488,Araçatuba
3552304,Sud Mennucci,de 20 a 24 anos,557,Araçatuba
3552403,Sumaré,de 15 a 19 anos,18963,Campinas
3552403,Sumaré,de 20 a 24 anos,22311,Campinas
3552502,Suzano,de 15 a 19 anos,20717,Metropolitana de São Paulo
3552502,Suzano,de 20 a 24 anos,24866,Metropolitana de São Paulo
3552551,Suzanópolis,de 15 a 19 anos,263,Araçatuba
3552551,Suzanópolis,de 20 a 24 anos,311,Araçatuba
3552601,Tabapuã,de 15 a 19 anos,665,São José do Rio Preto
3552601,Tabapuã,de 20 a 24 anos,769,São José do Rio Preto
3552700,Tabatinga,de 15 a 19 anos,1066,Araraquara
3552700,Tabatinga,de 20 a 24 anos,1212,Araraquara
3552809,Taboão da Serra,de 15 a 19 anos,19289,Metropolitana de São Paulo
3552809,Taboão da Serra,de 20 a 24 anos,22550,Metropolitana de São Paulo
3552908,Taciba,de 15 a 19 anos,406,Presidente Prudente
3552908,Taciba,de 20 a 24 anos,475,Presidente Prudente
3553005,Taguaí,de 15 a 19 anos,883,Assis
3553005,Taguaí,de 20 a 24 anos,1058,Assis
3553104,Taiaçu,de 15 a 19 anos,392,Ribeirão Preto
3553104,Taiaçu,de 20 a 24 anos,482,Ribeirão Preto
3553203,Taiúva,de 15 a 19 anos,355,Ribeirão Preto
3553203,Taiúva,de 20 a 24 anos,577,Ribeirão Preto
3553302,Tambaú,de 15 a 19 anos,1491,Campinas
3553302,Tambaú,de 20 a 24 anos,1653,Campinas
3553401,Tanabi,de 15 a 19 anos,1374,São José do Rio Preto
3553401,Tanabi,de 20 a 24 anos,1660,São José do Rio Preto
3553500,Tapiraí,de 15 a 19 anos,642,Macro Metropolitana Paulista
3553500,Tapiraí,de 20 a 24 anos,759,Macro Metropolitana Paulista
3553609,Tapiratiba,de 15 a 19 anos,770,Campinas
3553609,Tapiratiba,de 20 a 24 anos,973,Campinas
3553658,Taquaral,de 15 a 19 anos,190,Ribeirão Preto
3553658,Taquaral,de 20 a 24 anos,208,Ribeirão Preto
3553708,Taquaritinga,de 15 a 19 anos,3516,Ribeirão Preto
3553708,Taquaritinga,de 20 a 24 anos,3939,Ribeirão Preto
3553807,Taquarituba,de 15 a 19 anos,1524,Itapetininga
3553807,Taquarituba,de 20 a 24 anos,1802,Itapetininga
3553856,Taquarivaí,de 15 a 19 anos,482,Itapetininga
3553856,Taquarivaí,de 20 a 24 anos,555,Itapetininga
3553906,Tarabaí,de 15 a 19 anos,537,Presidente Prudente
3553906,Tarabaí,de 20 a 24 anos,598,Presidente Prudente
3553955,Tarumã,de 15 a 19 anos,1028,Assis
3553955,Tarumã,de 20 a 24 anos,1143,Assis
3554003,Tatuí,de 15 a 19 anos,8066,Itapetininga
3554003,Tatuí,de 20 a 24 anos,9703,Itapetininga
3554102,Taubaté,de 15 a 19 anos,19338,Vale do Paraíba Paulista
3554102,Taubaté,de 20 a 24 anos,23173,Vale do Paraíba Paulista
3554201,Tejupá,de 15 a 19 anos,383,Assis
3554201,Tejupá,de 20 a 24 anos,434,Assis
3554300,Teodoro Sampaio,de 15 a 19 anos,1632,Presidente Prudente
3554300,Teodoro Sampaio,de 20 a 24 anos,1855,Presidente Prudente
3554409,Terra Roxa,de 15 a 19 anos,605,Ribeirão Preto
3554409,Terra Roxa,de 20 a 24 anos,680,Ribeirão Preto
3554508,Tietê,de 15 a 19 anos,2549,Piracicaba
3554508,Tietê,de 20 a 24 anos,3045,Piracicaba
3554607,Timburi,de 15 a 19 anos,165,Assis
3554607,Timburi,de 20 a 24 anos,207,Assis
3554656,Torre de Pedra,de 15 a 19 anos,153,Itapetininga
3554656,Torre de Pedra,de 20 a 24 anos,198,Itapetininga
3554706,Torrinha,de 15 a 19 anos,545,Piracicaba
3554706,Torrinha,de 20 a 24 anos,669,Piracicaba
3554755,Trabiju,de 15 a 19 anos,118,Araraquara
3554755,Trabiju,de 20 a 24 anos,149,Araraquara
3554805,Tremembé,de 15 a 19 anos,2944,Vale do Paraíba Paulista
3554805,Tremembé,de 20 a 24 anos,4383,Vale do Paraíba Paulista
3554904,Três Fronteiras,de 15 a 19 anos,304,São José do Rio Preto
3554904,Três Fronteiras,de 20 a 24 anos,409,São José do Rio Preto
3554953,Tuiuti,de 15 a 19 anos,387,Macro Metropolitana Paulista
3554953,Tuiuti,de 20 a 24 anos,477,Macro Metropolitana Paulista
3555000,Tupã,de 15 a 19 anos,3581,Marília
3555000,Tupã,de 20 a 24 anos,4077,Marília
3555109,Tupi Paulista,de 15 a 19 anos,655,Presidente Prudente
3555109,Tupi Paulista,de 20 a 24 anos,1054,Presidente Prudente
3555208,Turiúba,de 15 a 19 anos,97,Araçatuba
3555208,Turiúba,de 20 a 24 anos,114,Araçatuba
3555307,Turmalina,de 15 a 19 anos,80,São José do Rio Preto
3555307,Turmalina,de 20 a 24 anos,114,São José do Rio Preto
3555356,Ubarana,de 15 a 19 anos,472,São José do Rio Preto
3555356,Ubarana,de 20 a 24 anos,539,São José do Rio Preto
3555406,Ubatuba,de 15 a 19 anos,6221,Vale do Paraíba Paulista
3555406,Ubatuba,de 20 a 24 anos,7774,Vale do Paraíba Paulista
3555505,Ubirajara,de 15 a 19 anos,319,Bauru
3555505,Ubirajara,de 20 a 24 anos,366,Bauru
3555604,Uchôa,de 15 a 19 anos,564,São José do Rio Preto
3555604,Uchôa,de 20 a 24 anos,642,São José do Rio Preto
3555703,União Paulista,de 15 a 19 anos,114,São José do Rio Preto
3555703,União Paulista,de 20 a 24 anos,135,São José do Rio Preto
3555802,Urânia,de 15 a 19 anos,510,São José do Rio Preto
3555802,Urânia,de 20 a 24 anos,558,São José do Rio Preto
3555901,Uru,de 15 a 19 anos,70,Bauru
3555901,Uru,de 20 a 24 anos,80,Bauru
3556008,Urupês,de 15 a 19 anos,725,São José do Rio Preto
3556008,Urupês,de 20 a 24 anos,864,São José do Rio Preto
3556107,Valentim Gentil,de 15 a 19 anos,776,São José do Rio Preto
3556107,Valentim Gentil,de 20 a 24 anos,946,São José do Rio Preto
3556206,Valinhos,de 15 a 19 anos,7164,Campinas
3556206,Valinhos,de 20 a 24 anos,8776,Campinas
3556305,Valparaíso,de 15 a 19 anos,1440,Araçatuba
3556305,Valparaíso,de 20 a 24 anos,1874,Araçatuba
3556354,Vargem,de 15 a 19 anos,661,Macro Metropolitana Paulista
3556354,Vargem,de 20 a 24 anos,842,Macro Metropolitana Paulista
3556404,Vargem Grande do Sul,de 15 a 19 anos,2713,Campinas
3556404,Vargem Grande do Sul,de 20 a 24 anos,3059,Campinas
3556453,Vargem Grande Paulista,de 15 a 19 anos,3692,Metropolitana de São Paulo
3556453,Vargem Grande Paulista,de 20 a 24 anos,4407,Metropolitana de São Paulo
3556503,Várzea Paulista,de 15 a 19 anos,8080,Macro Metropolitana Paulista
3556503,Várzea Paulista,de 20 a 24 anos,9160,Macro Metropolitana Paulista
3556602,Vera Cruz,de 15 a 19 anos,675,Marília
3556602,Vera Cruz,de 20 a 24 anos,777,Marília
3556701,Vinhedo,de 15 a 19 anos,4699,Campinas
3556701,Vinhedo,de 20 a 24 anos,5637,Campinas
3556800,Viradouro,de 15 a 19 anos,1159,Ribeirão Preto
3556800,Viradouro,de 20 a 24 anos,1366,Ribeirão Preto
3556909,Vista Alegre do Alto,de 15 a 19 anos,492,Ribeirão Preto
3556909,Vista Alegre do Alto,de 20 a 24 anos,595,Ribeirão Preto
3556958,Vitória Brasil,de 15 a 19 anos,101,São José do Rio Preto
3556958,Vitória Brasil,de 20 a 24 anos,113,São José do Rio Preto
3557006,Votorantim,de 15 a 19 anos,8172,Macro Metropolitana Paulista
3557006,Votorantim,de 20 a 24 anos,9563,Macro Metropolitana Paulista
3557105,Votuporanga,de 15 a 19 anos,4972,São José do Rio Preto
3557105,Votuporanga,de 20 a 24 anos,6162,São José do Rio Preto
3557154,Zacarias,de 15 a 19 anos,157,São José do Rio Preto
3557154,Zacarias,de 20 a 24 anos,188,São José do Rio Preto
3557204,Chavantes,de 15 a 19 anos,804,Assis
3557204,Chavantes,de 20 a 24 anos,957,Assis
3557303,Estiva Gerbi,de 15 a 19 anos,709,Campinas
3557303,Estiva Gerbi,de 20 a 24 anos,866,Campinas
